OBJECTID,FID_,id,site_name,continent,country,latitude,longitude,year_opera,year_shut_,main_mar_t,specific_m,link_to_do,influent_s,final_use,main_objec,reference_,wgs84,wgs84_X,wgs84_Y,RASTERVALU
1065,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1cbd,432,Haltern,Europe,Germany,51.73,7.204,1908,-9999,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),River water,Domestic,Water Quality Management,"Furrer, R., Fleig, M., Brauch, H.J., 2000. Wasserförderung und -aufbereitung im Rheineinzugsgebiet. Rheinthemen 2.",7.204 51.73,51.73,7.204,
1066,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1cbe,499,Monster,Europe,Netherlands,52.03517,4.197303,-9999,-9999,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),River water,Domestic,no data,"Furrer, R., Fleig, M., Brauch, H.J., 2000. Wasserförderung und -aufbereitung im Rheineinzugsgebiet. Rheinthemen 2.",4.197303 52.03517,52.03517,4.197303,
1067,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1cbf,752,Nuestra Señora de Fátima,South America,Argentina,-30.35154626,-66.32171631,2007,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage using wells,<a href='https://inowas.com/mar-methods/shallow-wells-shafts-and-pits-infiltration/' target='_blank'>Shallow well/shaft/pit infiltration</a>,Reclaimed wastewater,Domestic,Physical Aquifer Management,no data,-96.67326257,0,0,-12.13066673
1068,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1cc0,809,Rolinha,South America,Brasil,-6.33115,-37.20542,-9999,-9999,In-Channel Modification,Subsurface Dam,<a href='https://inowas.com/mar-methods/subsurface-dams/' target='_blank'>Subsurface dams</a>,Storm water,Agricultural,Maximize Natural Storage,"<a href='http://repositorio.ufrn.br:8080/jspui/bitstream/123456789/15972/1/LiciaCAD_DISSERT.pdf' target='_blank'>Dantas, L. C. A. 2009. Avaliação das barragens subterrâneas no regime de um curso d’água na região do semi-árido do RN. Master thesis",-43.53657,0,0,275.5066528
1069,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1cc1,1082,Mount Laurel,North America,USA,39.944024,-74.901285,-9999,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,no data,no data,no data,"Pyne, R. D. G. 2007. Overview of Aquifer Storage Recovery in the USA and the World. Presentation presented at the Conference on Aquifer Storage Recovery and Artificial Recharge in Oregon, “Overcoming Technical, Regulatory and Social Challenges,” Nove",-74.901285 39.944024,39.944024,-74.901285,639.166687
1070,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1cc2,543,De Rug,Europe,Netherlands,51.081,5.823,1990,-9999,Induced Bank Filtration,Bank filtration,<a href='https://inowas.com/mar-methods/induced-bank-filtration/' target='_blank'>River/lake bank filtration</a><br><a href='https://inowas.com/mar-methods/dune-filtration/' target='_blank'>Dune filtration</a>,River water,Domestic,Maximize Natural Storage,"Grischek, T., Schoenheinz, D., Worch, E., Hiscock, K., 2002. Bank-Filtration in Europe - An overview of Aquifer Conditions and hydraulic Controls, in: Dillon, P. (Ed.), Management of aquifer recharge for sustainabily, p. p. 488.",5.823 51.081,51.081,5.823,477.6199951
1071,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1cc3,628,Gatehampton,Europe,United Kingdom,51.52498,-1.131592,-9999,-9999,Induced Bank Filtration,Bank filtration,<a href='https://inowas.com/mar-methods/induced-bank-filtration/' target='_blank'>River/lake bank filtration</a><br><a href='https://inowas.com/mar-methods/dune-filtration/' target='_blank'>Dune filtration</a>,River water,Domestic,Water Quality Management,"Grischek, T., Schoenheinz, D., Worch, E., Hiscock, K., 2002. Bank-Filtration in Europe - An overview of Aquifer Conditions and hydraulic Controls, in: Dillon, P. (Ed.), Management of aquifer recharge for sustainabily, p. p. 488.",-1.131592 51.52498,51.52498,-1.131592,
1072,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1cc4,426,WW Überruhr + WW Horst,Europe,Germany,51.43,7.06,1872,-9999,Induced Bank Filtration,Bank filtration,<a href='https://inowas.com/mar-methods/induced-bank-filtration/' target='_blank'>River/lake bank filtration</a><br><a href='https://inowas.com/mar-methods/dune-filtration/' target='_blank'>Dune filtration</a>,River water,Domestic,Water Quality Management,"<a href='http://www.wg-essen.de/index.php?language=de&folder=Technik_%23am_Gewinnung&filename=U2bersicht' target='_blank'>WGE (2014). 'Ruhrwasser wird zu Trinkwasser.' Retrieved 1.10., 2014, from http://www.wg-essen.de/index.php?language=de&folder=Techni",7.06 51.43,51.43,7.06,
1073,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1cc5,851,Name,South America,Chile,-35.73548532,-72.15531208,2003,-9999,Rainwater and Run-off Harvesting,Trenches,<a href='https://inowas.com/mar-methods/trenches/' target='_blank'>Trenches</a>,Storm water,Ecological,Ecological Benefits,no data,-107.8907974,0,0,505.7000122
1074,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1cc6,93,"Boxing, Binzhou",Asia,China,37.067979,118.301231,1995,-9999,Spreading Methods,Reverse Drainage,Reverse Drainage,River water,Domestic,Physical Aquifer Management,"Gguan, Q.-H., G.-Y. Liu, and X.-Q. Chen. 2015. Analysis of groundwater recharge technology in the overexploited aquifer (in Chinese: 地下水超采区的回灌补源技术与模型分析). Hydropower in China Rural Area 2: 96–98. doi:1007-2284(2015)02",118.301231 37.067979,0,0,182.8006592
1075,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1cc7,52,Boumerdes aquifer,Africa,Tunisia,35.50472,11.06222,2003,-9999,Induced Bank Filtration,Bank filtration,<a href='https://inowas.com/mar-methods/induced-bank-filtration/' target='_blank'>River/lake bank filtration</a><br><a href='https://inowas.com/mar-methods/dune-filtration/' target='_blank'>Dune filtration</a>,Storm water,no data,Maximize Natural Storage,"<a href='http://www.swim-sustain-water.net/fileadmin/resources/conf-_presentations/Tunisian_Experience_in_Artificial_Recharge_using_Treated_Waste_Water.pdf' target='_blank'>Chaieb, H. 2014. Tunisian Experience in Artificial Recharge Using Treated Waste W",11.06222 35.50472,35.50472,11.06222,
1076,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1cc8,735,Glenore Grove Weir  (Lockyer Valley),Oceania,Australia,-27.518374,152.405378,-9999,-9999,In-Channel Modification,Check dam,<a href='https://inowas.com/mar-methods/recharge-dams/' target='_blank'>Recharge dams</a>,River water,Ecological,Maximize Natural Storage,<a href='https://qldgov.softlinkhosting.com.au/liberty/opac/search.do?mode=BASIC&corporation=DERM&limit=All&action=search&anonymous=true&queryTerm=Soils+and+irrigated+land+suitability+of+the+Lockyer+Valley+alluvial+plains%2C+South-East+Queensland&resourc,152.405378 -27.518374,0,0,328.697998
1077,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1cc9,415,Hosterwitz,Europe,Germany,51.01,13.85,1908,-9999,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),River water,Agricultural,Management of Water Distribution Systems,<a href='http://citg.home.tudelft.nl/fileadmin/Faculteit/CiTG/Over_de_faculteit/Afdelingen/Afdeling_watermanagement/Secties/gezondheidstechniek/leerstoelen/Drinkwater/News_and_Events/Research_congresses/Past_congresses/HQ_2009/Program/doc/24_Grischek.pdf,13.85 51.01,51.01,13.85,489.3106689
1078,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1cca,673,Olive Grove (Adams Creek),Oceania,Australia,-34.717029,138.685288,2007,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,Storm water,Domestic,Ecological Benefits,<a href='http://swharvesting.waterdata.com.au/Pages/Scheme.aspx?id=7&catchmentid=1' target='_blank'>Government of South Australia. 2015. Olive Grove. Adelaide & Mount Lofty Ranges Urban Stormwater Harvesting Sub-Catchments. http://swharvesting.waterdata.,138.685288 -34.717029,0,0,12.48933315
1079,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1ccb,679,Royal Adelaide Golf Club,Oceania,Australia,-34.896456,138.5101,2011,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,Storm water,Domestic,Ecological Benefits,"Adelaide and Mount Lofty Ranges Natural Resources Management Board. 2011. Metropolitan Adelaide Major Irrigators Stormwater Reuse Project. Final Report. Adelaide, Australia: Australien Government - Department of the Environment. https://www.environment.g",138.5101 -34.896456,0,0,
1080,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1ccc,956,Oregonian Bldg. - 3E3,North America,USA,45.514848,-122.681874,1948,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,Groundwater,Industrial,Other Benefits,"<a href='http://pubs.er.usgs.gov/publication/wsp1594C?currow=684.' target='_blank'>Price, D., D. H. Hart, and B. L. Foxworthy. 1965. Artificial Recharge in Oregon and Washington 1962. 1594-C. Water Supply Paper. U.S. Geological Survey. http://pubs.er.usg",-122.681874 45.514848,0,0,815.9286499
1081,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1ccd,109,University of Jinan,Asia,China,36.630561,117.020692,2011,-9999,Rainwater and Run-off Harvesting,Rooftop Rainwater Harvesting,<a href='https://inowas.com/mar-methods/rooftop-rainwater-harvesting/' target='_blank'>Rooftop rainwater harvesting</a>,Storm water,no data,Physical Aquifer Management,"He, M.-Q. 2012. Preliminary experiment on fracture-karst aquifer recharging with roofwater (in Chinese: 屋面雨水回灌岩溶含水层初步试验研究). Master thesis, Jinan, China: University of Jinan.",117.020692 36.630561,0,0,153.3359985
1082,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1cce,949,"Portland Medical Center - 34N10,11",North America,USA,45.521281,-122.68166,-9999,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,Groundwater,Industrial,Other Benefits,"<a href='http://pubs.er.usgs.gov/publication/wsp1594C?currow=684.' target='_blank'>Price, D., D. H. Hart, and B. L. Foxworthy. 1965. Artificial Recharge in Oregon and Washington 1962. 1594-C. Water Supply Paper. U.S. Geological Survey. http://pubs.er.usg",-122.68166 45.521281,0,0,815.9286499
1083,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1ccf,778,Fazenda Baixa Verde,South America,Brasil,-24.0413066,-48.97499,-9999,-9999,In-Channel Modification,Subsurface Dam,<a href='https://inowas.com/mar-methods/subsurface-dams/' target='_blank'>Subsurface dams</a>,River water,Agricultural,Maximize Natural Storage,"<a href='http://revistas.aba-agroecologia.org.br/index.php/rbagroecologia/article/view/7165/5264' target='_blank'>Mendonça, C. E. S., G. B. Ferreira, V. C. Chaves, M. S. L. da Silva, J. B. dos Anjos, and A. M. S. Mendes. 2007. Caracterização de atribu",-73.0162966,0,0,503.1633301
1084,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1cd0,671,Grange Golf Club,Oceania,Australia,-34.884992,138.502979,2008,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,Storm water,Domestic,Ecological Benefits,"<a href='www.bardavcol.com.au/project_pdfs/GrangeGolfClub.pdf' target='_blank'>Bardavcol Pty Ltd. 2015. Grange Golf Club Wetlands & ASR Scheme. www.bardavcol.com.au/project_pdfs/GrangeGolfClub.pdf (accessed October 25, 2015).</a>",138.502979 -34.884992,0,0,
1085,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1cd1,162,N/A,Asia,China,31.224633,121.479031,2007,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,Storm water,Ecological,Maximize Natural Storage,"Pan, A.-J., and J. Worfgang. 2000. Flood control and groundwater recharge - the effect of the water control in Beijing (in Chinese: 洪水控制和地下水回灌一 在北京持续水控制中所起的作用).",121.479031 31.224633,0,0,399.7593384
1086,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1cd2,906,Ship Creek,North America,USA,61.229513,-149.674825,1973,-9999,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),River water,Domestic,Maximize Natural Storage,"<a href='http://babel.hathitrust.org/cgi/pt?id=mdp.39015010082876;view=1up;seq=3.' target='_blank'>Anderson, G. S. 1977. Artificial Recharge Experiments on the Ship Creek Alluvial Fan, Anchorage, Alaska. 77-38. Water-Resources Investigations Report. U.S.",-149.674825 61.229513,0,0,
1087,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1cd3,861,Five Coves Basins,North America,USA,33.837888,-117.863603,1975,-9999,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),River water,no data,no data,"<a href='https://www.ocwd.com/media/2414/11-12-annual-recharge-report-final.pdf' target='_blank'>Hutchinson, A. S. 2013. Report on Groundwater Recharge in the Orange County Groundwater Basin 2011-2012. Fountain Valley, CA, USA: Orange County Water Distri",-117.863603 33.837888,0,0,
1088,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1cd4,916,Hawaiian Commercial and Sugar Company,North America,USA,20.871057,-156.444225,-9999,-9999,Spreading Methods,Surface flooding and ditch-and-furrow,<a href='https://inowas.com/mar-methods/ditches-and-furrows/' target='_blank'>Ditches and furrows</a>,no data,Agricultural,Maximize Natural Storage,"<a href='https://scholarspace.manoa.hawaii.edu/bitstream/10125/15104/1/wrrctr54.pdf' target='_blank'>Peterson, F. L., and D. R. Hargis. 1971. Effect of Storm Runoff Disposal and Other Artificial Recharge to Hawaiian Ghyben-Herzberg Aquifers. 54. WRRC Tec",-156.444225 20.871057,0,0,
1089,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1cd5,899,Manatee Road,North America,USA,26.046285,-81.689853,-9999,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,Reclaimed wastewater,no data,no data,"Mirecki, J. E. 2004. Water-Quality Changes During Cycle Tests at Aquifer Storage Recovery (ASR) Systems of South Florida. ERDC/EL TR-04-8. Vicksburg, MS, USA: Environmental Laboratory, U.S. Army Engineer Research and Development Center.",-81.689853 26.046285,26.046285,-81.689853,413.2106628
1090,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1cd6,753,La Güeya,South America,Argentina,-29.144444,-61.839694,-9999,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,Storm water,Agricultural,Water Quality Management,no data,-90.984138,0,0,261.936676
1091,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1cd7,195,Ahuja Farm,Asia,India,28.482658,77.161292,2002,-9999,Rainwater and Run-off Harvesting,Rooftop Rainwater Harvesting,<a href='https://inowas.com/mar-methods/rooftop-rainwater-harvesting/' target='_blank'>Rooftop rainwater harvesting</a>,Storm water,Agricultural,Maximize Natural Storage,<a href='http://www.cseindia.org/anup-ahujas-farm-house-rainwater-harvesting--1979' target='_blank'>Centre for Science and Environment - CSE. 2014. Anup Ahuja’s Farm House Rainwater Harvesting System. Urban Rainwaterharvesting. http://www.cseindia.org/,77.161292 28.482658,28.482658,77.161292,261.2086792
